,org_id,endpoint_id,status,current,date_time,Churn_status
4619,160090,55753723,3,1,2017-12-02,Churned
13638,160090,55753725,3,1,2017-12-02,Churned
4644,160090,55753726,3,1,2017-12-02,Churned
13639,160090,55753729,3,1,2017-12-02,Churned
13640,160090,55753730,3,1,2017-12-02,Churned
6409,160090,55753733,3,1,2017-12-02,Churned
14142,160090,55753734,3,1,2018-01-04,Churned
8022,160090,55753735,3,1,2017-12-02,Churned
13850,160090,55753736,4,0,2018-04-23,Not Churned
75139,160090,55753738,4,0,2018-07-18,Not Churned
208,160090,55753739,3,1,2017-12-02,Churned
209,160090,55753740,3,1,2017-12-02,Churned
8023,160090,55753741,3,1,2017-12-02,Churned
6029,160090,55753743,3,1,2018-03-23,Churned
2488,160090,55753744,3,1,2017-12-02,Churned
1482,160090,55753745,3,1,2017-12-02,Churned
4620,160090,55753746,3,1,2017-12-02,Churned
10951,160090,55753747,3,1,2017-12-02,Churned
455,160090,55753748,3,1,2017-12-02,Churned
10952,160090,55753749,3,1,2017-12-02,Churned
4946,160090,55753750,3,1,2017-12-02,Churned
7825,160090,55753751,3,1,2017-12-02,Churned
10953,160090,55753752,3,1,2017-12-02,Churned
4621,160090,55753755,3,1,2017-12-02,Churned
2489,160090,55753756,3,1,2017-12-02,Churned
4645,160090,55753757,3,1,2017-12-02,Churned
210,160090,55753758,3,1,2017-12-02,Churned
4646,160090,55753759,3,1,2017-12-02,Churned
1483,160090,55753760,3,1,2017-12-02,Churned
8212,160090,55753761,3,1,2017-12-02,Churned
