,org_id,endpoint_id,status,current,date_time,Churn_status
1005,160090,2631826,3,1,2017-12-02,Churned
3572,160090,2631844,3,1,2017-12-02,Churned
3573,160090,2631853,3,1,2017-12-02,Churned
1006,160090,2631858,3,1,2017-12-02,Churned
18,160090,2631877,3,1,2017-12-02,Churned
11777,160090,2635812,3,1,2018-05-29,Churned
9431,160090,2638017,3,1,2017-12-02,Churned
19,160090,2638674,3,1,2017-12-02,Churned
9818,160090,7916220,4,0,2018-01-18,Not Churned
23277,160090,13940995,4,0,2018-05-22,Not Churned
20,160090,15994683,3,1,2017-12-02,Churned
225,160090,16804679,3,1,2017-12-02,Churned
719,160090,16896157,3,1,2017-12-02,Churned
1390,160090,16945226,3,1,2017-12-02,Churned
43434,160090,17147221,3,1,2018-05-29,Churned
7001,160090,17474528,3,1,2017-12-02,Churned
5649,160090,19536419,3,1,2017-12-02,Churned
4234,160090,20044814,3,1,2017-12-02,Churned
34004,160090,23005158,4,0,2018-05-24,Not Churned
720,160090,23680297,3,1,2017-12-02,Churned
2639,160090,29339701,3,1,2018-01-20,Churned
7368,160090,29426033,3,1,2017-12-02,Churned
1391,160090,29426047,3,1,2017-12-02,Churned
5650,160090,29426093,3,1,2017-12-02,Churned
9433,160090,29426096,3,1,2017-12-02,Churned
9434,160090,29426104,3,1,2017-12-02,Churned
9435,160090,29426107,3,1,2017-12-02,Churned
4235,160090,29426115,3,1,2017-12-02,Churned
7002,160090,29426120,3,1,2017-12-02,Churned
21,160090,29426123,3,1,2017-12-02,Churned
721,160090,29426139,3,1,2017-12-02,Churned
22,160090,29426143,3,1,2017-12-02,Churned
4399,160090,29426145,3,1,2017-12-02,Churned
9872,160090,29426154,4,0,2017-12-21,Not Churned
6956,160090,29426186,3,1,2017-12-27,Churned
7369,160090,29426192,3,1,2017-12-02,Churned
3574,160090,29426198,3,1,2017-12-02,Churned
226,160090,29426228,3,1,2017-12-02,Churned
9707,160090,29426251,3,1,2017-12-02,Churned
227,160090,29426264,3,1,2017-12-02,Churned
11870,160090,29426276,3,1,2017-12-02,Churned
4400,160090,29426287,3,1,2017-12-02,Churned
9708,160090,29426292,3,1,2017-12-02,Churned
12503,160090,29426319,3,1,2018-05-10,Churned
228,160090,29426321,3,1,2017-12-02,Churned
229,160090,29426323,3,1,2017-12-02,Churned
1392,160090,29426346,3,1,2017-12-02,Churned
1393,160090,29426355,3,1,2017-12-02,Churned
4401,160090,29426365,3,1,2017-12-02,Churned
4402,160090,29426369,3,1,2017-12-02,Churned
23682,160090,29426379,3,1,2018-05-02,Churned
231,160090,29442799,3,1,2017-12-02,Churned
1008,160090,29442805,3,1,2017-12-02,Churned
4403,160090,29442810,3,1,2017-12-02,Churned
9436,160090,29442818,3,1,2017-12-02,Churned
5651,160090,29442840,3,1,2017-12-02,Churned
232,160090,29442844,3,1,2017-12-02,Churned
7370,160090,29442849,3,1,2017-12-02,Churned
4236,160090,29442865,3,1,2017-12-02,Churned
5652,160090,29442867,3,1,2017-12-02,Churned
3115,160090,29442872,3,1,2017-12-02,Churned
25724,160090,29442888,3,1,2018-05-10,Churned
11871,160090,29442892,3,1,2017-12-02,Churned
7003,160090,29442904,3,1,2017-12-02,Churned
7004,160090,29442910,3,1,2017-12-02,Churned
9437,160090,29442911,3,1,2017-12-02,Churned
1394,160090,29442932,3,1,2017-12-02,Churned
5653,160090,29443001,3,1,2017-12-02,Churned
7005,160090,29443022,3,1,2017-12-02,Churned
1395,160090,29443040,3,1,2017-12-02,Churned
12898,160090,29443059,3,1,2018-05-23,Churned
1010,160090,29443061,3,1,2017-12-02,Churned
4237,160090,29443062,3,1,2017-12-02,Churned
7371,160090,29443064,3,1,2017-12-02,Churned
5654,160090,29443082,3,1,2017-12-02,Churned
9710,160090,29443087,3,1,2017-12-02,Churned
11872,160090,29443103,3,1,2017-12-02,Churned
9711,160090,29443115,3,1,2017-12-02,Churned
11873,160090,29443131,3,1,2017-12-02,Churned
5655,160090,29443145,3,1,2017-12-02,Churned
4404,160090,29443151,3,1,2017-12-02,Churned
1396,160090,29443162,3,1,2017-12-02,Churned
1397,160090,29443168,3,1,2017-12-02,Churned
5656,160090,29443173,3,1,2017-12-02,Churned
3575,160090,29443217,3,1,2017-12-02,Churned
722,160090,29443222,3,1,2017-12-02,Churned
5657,160090,29443225,3,1,2017-12-02,Churned
24,160090,29443235,3,1,2017-12-02,Churned
9439,160090,29443238,3,1,2017-12-02,Churned
4405,160090,29443244,3,1,2017-12-02,Churned
5658,160090,29443246,3,1,2017-12-02,Churned
3576,160090,29443247,3,1,2017-12-02,Churned
1398,160090,29443251,3,1,2017-12-02,Churned
5659,160090,29443259,3,1,2017-12-02,Churned
5660,160090,29443260,3,1,2017-12-02,Churned
3577,160090,29443277,3,1,2017-12-02,Churned
5091,160090,29443280,3,1,2018-03-23,Churned
1399,160090,29443290,3,1,2017-12-02,Churned
81039,160090,29443303,3,1,2017-12-02,Churned
7372,160090,29443309,3,1,2017-12-02,Churned
1400,160090,29443311,3,1,2017-12-02,Churned
1401,160090,29443322,3,1,2017-12-02,Churned
1402,160090,29443328,3,1,2017-12-02,Churned
2948,160090,29443354,3,1,2017-12-02,Churned
9440,160090,29443369,3,1,2017-12-02,Churned
723,160090,29443377,3,1,2017-12-02,Churned
1403,160090,29443386,3,1,2017-12-02,Churned
1404,160090,29443388,3,1,2017-12-02,Churned
81044,160090,29443395,3,1,2017-12-02,Churned
3578,160090,29443404,3,1,2017-12-02,Churned
5580,160090,29443408,3,1,2018-03-27,Churned
81083,160090,29443416,3,1,2017-12-02,Churned
1012,160090,29443441,3,1,2017-12-02,Churned
11874,160090,29443445,3,1,2017-12-02,Churned
7006,160090,29443447,3,1,2017-12-02,Churned
25,160090,29443451,3,1,2017-12-02,Churned
4406,160090,29443463,3,1,2017-12-02,Churned
724,160090,29443478,3,1,2017-12-02,Churned
12613,160090,29443497,4,0,2018-03-17,Not Churned
1405,160090,29443513,3,1,2017-12-02,Churned
11875,160090,29443543,3,1,2017-12-02,Churned
4407,160090,29443600,3,1,2017-12-02,Churned
7007,160090,29443644,3,1,2017-12-02,Churned
81090,160090,29443660,3,1,2017-12-02,Churned
9712,160090,29443669,3,1,2017-12-02,Churned
1406,160090,29443739,3,1,2017-12-02,Churned
9713,160090,29443768,3,1,2017-12-02,Churned
9442,160090,29443771,3,1,2017-12-02,Churned
7373,160090,29443785,3,1,2017-12-02,Churned
9443,160090,29443790,3,1,2017-12-02,Churned
1407,160090,29443801,3,1,2017-12-02,Churned
12836,160090,29443809,4,0,2018-03-22,Not Churned
9444,160090,29443820,3,1,2017-12-02,Churned
4238,160090,29443881,3,1,2017-12-02,Churned
7008,160090,29443887,3,1,2017-12-02,Churned
7374,160090,29443888,3,1,2017-12-02,Churned
5661,160090,29443895,3,1,2017-12-02,Churned
2950,160090,29443901,3,1,2017-12-02,Churned
11876,160090,29443921,3,1,2017-12-02,Churned
72118,160090,29443927,4,0,2018-07-23,Not Churned
5663,160090,29443939,3,1,2017-12-02,Churned
71907,160090,29443942,3,1,2018-07-27,Churned
1408,160090,29443954,3,1,2017-12-02,Churned
1013,160090,29443958,3,1,2017-12-02,Churned
2951,160090,29443963,3,1,2017-12-02,Churned
9715,160090,29443967,3,1,2017-12-02,Churned
9445,160090,29443987,3,1,2017-12-02,Churned
1409,160090,29443993,3,1,2017-12-02,Churned
725,160090,29444018,3,1,2017-12-02,Churned
1014,160090,29444035,3,1,2017-12-02,Churned
11652,160090,29444038,4,0,2018-03-21,Not Churned
7009,160090,29444104,3,1,2017-12-02,Churned
26,160090,29444116,3,1,2017-12-02,Churned
2952,160090,29444148,3,1,2017-12-02,Churned
233,160090,29444156,3,1,2017-12-02,Churned
234,160090,29444175,3,1,2017-12-02,Churned
27,160090,29444237,3,1,2017-12-02,Churned
4239,160090,29444254,3,1,2017-12-02,Churned
1410,160090,29444255,3,1,2017-12-02,Churned
28,160090,29444273,3,1,2017-12-02,Churned
3580,160090,29444282,3,1,2017-12-02,Churned
1411,160090,29444283,3,1,2017-12-02,Churned
7010,160090,29444301,3,1,2017-12-02,Churned
3581,160090,29444307,3,1,2017-12-02,Churned
11877,160090,29444326,3,1,2017-12-02,Churned
235,160090,29444332,3,1,2017-12-02,Churned
236,160090,29444340,3,1,2017-12-02,Churned
4240,160090,29444359,3,1,2017-12-02,Churned
4241,160090,29444386,3,1,2017-12-02,Churned
7375,160090,29444390,3,1,2017-12-02,Churned
237,160090,29444391,3,1,2017-12-02,Churned
4242,160090,29444394,3,1,2017-12-02,Churned
9716,160090,29444429,3,1,2017-12-02,Churned
2953,160090,29444459,3,1,2017-12-02,Churned
17549,160090,29444471,4,0,2017-12-21,Not Churned
3582,160090,29444481,3,1,2017-12-02,Churned
2435,160090,29444495,3,1,2018-01-10,Churned
29,160090,29444516,3,1,2017-12-02,Churned
3583,160090,29444536,3,1,2017-12-02,Churned
10328,160090,29444542,4,0,2018-01-24,Not Churned
42525,160090,29444547,3,1,2018-06-05,Churned
9447,160090,29444549,3,1,2017-12-02,Churned
4409,160090,29444555,3,1,2017-12-02,Churned
4410,160090,29444559,3,1,2017-12-02,Churned
1412,160090,29444561,3,1,2017-12-02,Churned
2954,160090,29444583,3,1,2017-12-02,Churned
7376,160090,29444629,3,1,2017-12-02,Churned
7011,160090,29444644,3,1,2017-12-02,Churned
9717,160090,29444647,3,1,2017-12-02,Churned
1413,160090,29444648,3,1,2017-12-02,Churned
2955,160090,29444656,3,1,2017-12-02,Churned
3117,160090,29444663,3,1,2017-12-02,Churned
7012,160090,29444665,3,1,2017-12-02,Churned
4244,160090,29444701,3,1,2017-12-02,Churned
2956,160090,29444709,3,1,2017-12-02,Churned
1414,160090,29444727,3,1,2017-12-02,Churned
17590,160090,29444746,4,0,2018-02-22,Not Churned
30,160090,29444753,3,1,2017-12-02,Churned
4411,160090,29444757,3,1,2017-12-02,Churned
31,160090,29444758,3,1,2017-12-02,Churned
3118,160090,29444763,3,1,2017-12-02,Churned
2957,160090,29444769,3,1,2017-12-02,Churned
1416,160090,29444781,3,1,2017-12-02,Churned
15898,160090,29444794,3,1,2018-03-26,Churned
9718,160090,29444799,3,1,2017-12-02,Churned
727,160090,29444811,3,1,2017-12-02,Churned
14902,160090,29444824,4,0,2018-01-05,Not Churned
9719,160090,29444841,3,1,2017-12-02,Churned
2958,160090,29444860,3,1,2017-12-02,Churned
9720,160090,29444881,3,1,2017-12-02,Churned
1652,160090,29444884,3,1,2017-12-02,Churned
3584,160090,29444887,3,1,2017-12-02,Churned
3585,160090,29444891,3,1,2017-12-02,Churned
11878,160090,29444899,3,1,2017-12-02,Churned
1653,160090,29444901,3,1,2017-12-02,Churned
4245,160090,29444907,3,1,2017-12-02,Churned
3586,160090,29444909,3,1,2017-12-02,Churned
4246,160090,29444930,3,1,2017-12-02,Churned
20573,160090,29470707,3,1,2018-05-10,Churned
3119,160090,29470774,3,1,2017-12-02,Churned
3587,160090,29470811,3,1,2017-12-02,Churned
2959,160090,29504524,3,1,2017-12-02,Churned
2960,160090,29504559,3,1,2017-12-02,Churned
2961,160090,29504590,3,1,2017-12-02,Churned
46186,160090,29504632,3,1,2018-06-07,Churned
32,160090,29504655,3,1,2017-12-02,Churned
3120,160090,29504669,3,1,2017-12-02,Churned
11879,160090,29504673,3,1,2017-12-02,Churned
9448,160090,29504679,3,1,2017-12-02,Churned
81040,160090,29504688,3,1,2017-12-02,Churned
33,160090,29504696,3,1,2017-12-02,Churned
5664,160090,29504720,3,1,2017-12-02,Churned
4997,160090,29504723,3,1,2018-03-06,Churned
1654,160090,29504725,3,1,2017-12-02,Churned
4247,160090,29504736,3,1,2017-12-02,Churned
11880,160090,29504759,3,1,2017-12-02,Churned
1655,160090,29504764,3,1,2017-12-02,Churned
1016,160090,29504775,3,1,2017-12-02,Churned
9721,160090,29504814,3,1,2017-12-02,Churned
3588,160090,29504832,3,1,2017-12-02,Churned
2303,160090,29504841,3,1,2018-03-07,Churned
7377,160090,29504887,3,1,2017-12-02,Churned
238,160090,29504893,3,1,2017-12-02,Churned
239,160090,29504899,3,1,2017-12-02,Churned
5665,160090,29504908,3,1,2017-12-02,Churned
3589,160090,29504935,3,1,2017-12-02,Churned
2962,160090,29504950,3,1,2017-12-02,Churned
3121,160090,29504967,3,1,2017-12-02,Churned
4248,160090,29504976,3,1,2017-12-02,Churned
2963,160090,29504986,3,1,2017-12-02,Churned
1017,160090,29504997,3,1,2017-12-02,Churned
2964,160090,29509003,3,1,2017-12-02,Churned
4249,160090,29509032,3,1,2017-12-02,Churned
34,160090,29509033,3,1,2017-12-02,Churned
2965,160090,29509061,3,1,2017-12-02,Churned
2966,160090,29509069,3,1,2017-12-02,Churned
240,160090,29509071,3,1,2017-12-02,Churned
7378,160090,29509085,3,1,2017-12-02,Churned
728,160090,29509091,3,1,2017-12-02,Churned
1018,160090,29509100,3,1,2017-12-02,Churned
1019,160090,29509114,3,1,2017-12-02,Churned
9449,160090,29509149,3,1,2017-12-02,Churned
13323,160090,29539397,3,1,2017-12-05,Churned
1656,160090,29539449,3,1,2017-12-02,Churned
7014,160090,29539472,3,1,2017-12-02,Churned
35,160090,29539474,3,1,2017-12-02,Churned
25725,160090,29539486,3,1,2018-05-10,Churned
9722,160090,29539521,3,1,2017-12-02,Churned
241,160090,29539523,3,1,2017-12-02,Churned
11881,160090,29539524,3,1,2017-12-02,Churned
729,160090,29539551,3,1,2017-12-02,Churned
9450,160090,29539560,3,1,2017-12-02,Churned
242,160090,29539563,3,1,2017-12-02,Churned
9723,160090,29539588,3,1,2017-12-02,Churned
730,160090,29539628,3,1,2017-12-02,Churned
77424,160090,29539667,4,0,2018-07-23,Not Churned
4414,160090,29539694,3,1,2017-12-02,Churned
3590,160090,29539718,3,1,2017-12-02,Churned
7015,160090,29539719,3,1,2017-12-02,Churned
36,160090,29539726,3,1,2017-12-02,Churned
12304,160090,29539752,3,1,2017-12-26,Churned
4415,160090,29539755,3,1,2017-12-02,Churned
9724,160090,29539869,3,1,2017-12-02,Churned
5666,160090,29539875,3,1,2017-12-02,Churned
81041,160090,29539912,3,1,2017-12-02,Churned
7016,160090,29539925,3,1,2017-12-02,Churned
9452,160090,29539948,3,1,2017-12-02,Churned
5667,160090,29539961,3,1,2017-12-02,Churned
5668,160090,29539970,3,1,2017-12-02,Churned
1657,160090,29539992,3,1,2017-12-02,Churned
3591,160090,29544008,3,1,2017-12-02,Churned
243,160090,29544014,3,1,2017-12-02,Churned
4250,160090,29544041,3,1,2017-12-02,Churned
3122,160090,29544044,3,1,2017-12-02,Churned
244,160090,29544062,3,1,2017-12-02,Churned
11882,160090,29544102,3,1,2017-12-02,Churned
9725,160090,29544119,3,1,2017-12-02,Churned
5669,160090,29544120,3,1,2017-12-02,Churned
37,160090,29544121,3,1,2017-12-02,Churned
1020,160090,29544131,3,1,2017-12-02,Churned
9453,160090,29544138,3,1,2017-12-02,Churned
7017,160090,29544146,3,1,2017-12-02,Churned
3592,160090,29544171,3,1,2017-12-02,Churned
7379,160090,29544206,3,1,2017-12-02,Churned
9726,160090,29544226,3,1,2017-12-02,Churned
2968,160090,29544246,3,1,2017-12-02,Churned
7018,160090,29544250,3,1,2017-12-02,Churned
11883,160090,29637394,3,1,2017-12-02,Churned
3123,160090,29637398,3,1,2017-12-02,Churned
4251,160090,29637406,3,1,2017-12-02,Churned
5670,160090,29637483,3,1,2017-12-02,Churned
11884,160090,29637484,3,1,2017-12-02,Churned
3593,160090,29637489,3,1,2017-12-02,Churned
6119,160090,29637495,3,1,2018-04-09,Churned
9454,160090,29637535,3,1,2017-12-02,Churned
1658,160090,29637579,3,1,2017-12-02,Churned
7019,160090,29637649,3,1,2017-12-02,Churned
3124,160090,29637657,3,1,2017-12-02,Churned
38,160090,29637661,3,1,2017-12-02,Churned
9727,160090,29637702,3,1,2017-12-02,Churned
245,160090,29637715,3,1,2017-12-02,Churned
4416,160090,29637717,3,1,2017-12-02,Churned
7020,160090,29637754,3,1,2017-12-02,Churned
18143,160090,29637788,4,0,2018-04-30,Not Churned
5671,160090,29637844,3,1,2017-12-02,Churned
4417,160090,29637882,3,1,2017-12-02,Churned
1021,160090,29637884,3,1,2017-12-02,Churned
246,160090,29637902,3,1,2017-12-02,Churned
7380,160090,29637913,3,1,2017-12-02,Churned
11885,160090,29637916,3,1,2017-12-02,Churned
12949,160090,29637938,4,0,2018-04-23,Not Churned
18184,160090,29637950,4,0,2018-03-01,Not Churned
11887,160090,29637954,3,1,2017-12-02,Churned
2970,160090,29637974,3,1,2017-12-02,Churned
9728,160090,29637984,3,1,2017-12-02,Churned
4418,160090,29646022,3,1,2017-12-02,Churned
731,160090,29646023,3,1,2017-12-02,Churned
5672,160090,29646055,3,1,2017-12-02,Churned
1660,160090,29646058,3,1,2017-12-02,Churned
11888,160090,29646061,3,1,2017-12-02,Churned
22243,160090,29646062,4,0,2018-03-01,Not Churned
1586,160090,29646070,4,0,2017-12-21,Not Churned
4252,160090,29814299,3,1,2017-12-02,Churned
1022,160090,29814326,3,1,2017-12-02,Churned
2972,160090,29814331,3,1,2017-12-02,Churned
1662,160090,29814343,3,1,2017-12-02,Churned
4253,160090,29814350,3,1,2017-12-02,Churned
39,160090,29814356,3,1,2017-12-02,Churned
9729,160090,29814359,3,1,2017-12-02,Churned
7381,160090,29814361,3,1,2017-12-02,Churned
40,160090,29814363,3,1,2017-12-02,Churned
7021,160090,29814398,3,1,2017-12-02,Churned
3594,160090,29814426,3,1,2017-12-02,Churned
7022,160090,29814446,3,1,2017-12-02,Churned
4254,160090,29814470,3,1,2017-12-02,Churned
1023,160090,29814475,3,1,2017-12-02,Churned
2973,160090,29814489,3,1,2017-12-02,Churned
4255,160090,29814527,3,1,2017-12-02,Churned
42493,160090,29814545,3,1,2018-06-04,Churned
247,160090,29814552,3,1,2017-12-02,Churned
11889,160090,29814558,3,1,2017-12-02,Churned
1663,160090,29814572,3,1,2017-12-02,Churned
9455,160090,29814581,3,1,2017-12-02,Churned
248,160090,29814605,3,1,2017-12-02,Churned
5673,160090,29814611,3,1,2017-12-02,Churned
11890,160090,29814627,3,1,2017-12-02,Churned
7023,160090,29814633,3,1,2017-12-02,Churned
4419,160090,29814670,3,1,2017-12-02,Churned
25933,160090,29814679,3,1,2018-05-21,Churned
1024,160090,29814713,3,1,2017-12-02,Churned
9457,160090,29814781,3,1,2017-12-02,Churned
1025,160090,29814807,3,1,2017-12-02,Churned
3125,160090,29814820,3,1,2017-12-02,Churned
7024,160090,29814869,3,1,2017-12-02,Churned
41,160090,29814877,3,1,2017-12-02,Churned
1665,160090,29814912,3,1,2017-12-02,Churned
3595,160090,29814914,3,1,2017-12-02,Churned
7382,160090,29814918,3,1,2017-12-02,Churned
732,160090,29814933,3,1,2017-12-02,Churned
4256,160090,29814966,3,1,2017-12-02,Churned
1026,160090,29814983,3,1,2017-12-02,Churned
9458,160090,29816052,3,1,2017-12-02,Churned
4257,160090,29816064,3,1,2017-12-02,Churned
42,160090,29816066,3,1,2017-12-02,Churned
3596,160090,29816119,3,1,2017-12-02,Churned
7383,160090,29816127,3,1,2017-12-02,Churned
12185,160090,29816137,4,0,2018-03-01,Not Churned
9459,160090,29816175,3,1,2017-12-02,Churned
3597,160090,29816176,3,1,2017-12-02,Churned
4258,160090,29816209,3,1,2017-12-02,Churned
4259,160090,29816235,3,1,2017-12-02,Churned
9460,160090,29816294,3,1,2017-12-02,Churned
1967,160090,29816314,3,1,2018-01-17,Churned
18241,160090,29816330,3,1,2018-05-10,Churned
36893,160090,29816331,4,0,2018-07-02,Not Churned
3014,160090,29816338,3,1,2017-12-02,Churned
3598,160090,29816389,3,1,2017-12-02,Churned
7385,160090,29816450,3,1,2017-12-02,Churned
81087,160090,29816463,3,1,2017-12-02,Churned
43,160090,29816465,3,1,2017-12-02,Churned
3599,160090,29816475,3,1,2017-12-02,Churned
81080,160090,29816489,3,1,2017-12-02,Churned
44,160090,29816511,3,1,2017-12-02,Churned
4421,160090,29816520,3,1,2017-12-02,Churned
45,160090,29816549,3,1,2017-12-02,Churned
249,160090,29816550,3,1,2017-12-02,Churned
9461,160090,29816574,3,1,2017-12-02,Churned
3600,160090,29816589,3,1,2017-12-02,Churned
19380,160090,29816608,3,1,2018-05-17,Churned
11891,160090,29837416,3,1,2017-12-02,Churned
13987,160090,35157303,3,1,2018-04-30,Churned
7026,160090,35313481,3,1,2017-12-02,Churned
3601,160090,35313488,3,1,2017-12-02,Churned
9462,160090,35313497,3,1,2017-12-02,Churned
733,160090,35313500,3,1,2017-12-02,Churned
17345,160090,35313502,3,1,2018-05-10,Churned
46,160090,35313518,3,1,2017-12-02,Churned
3602,160090,35313538,3,1,2017-12-02,Churned
3603,160090,35313539,3,1,2017-12-02,Churned
15063,160090,35313550,4,0,2018-03-01,Not Churned
47,160090,35313557,3,1,2017-12-02,Churned
2628,160090,35313566,3,1,2018-01-25,Churned
1027,160090,35313590,3,1,2017-12-02,Churned
3015,160090,35313605,3,1,2017-12-02,Churned
11892,160090,35313611,3,1,2017-12-02,Churned
250,160090,35313620,3,1,2017-12-02,Churned
3127,160090,35313622,3,1,2017-12-02,Churned
1666,160090,35313637,3,1,2017-12-02,Churned
22722,160090,35313668,4,0,2018-04-13,Not Churned
3604,160090,35313792,3,1,2017-12-02,Churned
251,160090,35313801,3,1,2017-12-02,Churned
1667,160090,35313839,3,1,2017-12-02,Churned
4422,160090,35313842,3,1,2017-12-02,Churned
4260,160090,35313863,3,1,2017-12-02,Churned
11893,160090,35313865,3,1,2017-12-02,Churned
1668,160090,35313866,3,1,2017-12-02,Churned
4423,160090,35313888,3,1,2017-12-02,Churned
3128,160090,35313893,3,1,2017-12-02,Churned
9463,160090,35313898,3,1,2017-12-02,Churned
7387,160090,35313950,3,1,2017-12-02,Churned
252,160090,35313953,3,1,2017-12-02,Churned
3129,160090,35313957,3,1,2017-12-02,Churned
253,160090,35313967,3,1,2017-12-02,Churned
3605,160090,35313968,3,1,2017-12-02,Churned
734,160090,35313985,3,1,2017-12-02,Churned
4664,160090,35313995,3,1,2017-12-02,Churned
7389,160090,35314017,3,1,2017-12-02,Churned
5674,160090,35314048,3,1,2017-12-02,Churned
3016,160090,35314116,3,1,2017-12-02,Churned
5702,160090,35314138,3,1,2017-12-02,Churned
52556,160090,35314168,4,0,2018-07-10,Not Churned
4261,160090,35314174,3,1,2017-12-02,Churned
12504,160090,35314181,3,1,2018-05-10,Churned
7390,160090,35314197,3,1,2017-12-02,Churned
736,160090,35314235,3,1,2017-12-02,Churned
3130,160090,35314252,3,1,2017-12-02,Churned
5703,160090,35314257,3,1,2017-12-02,Churned
4666,160090,35314262,3,1,2017-12-02,Churned
7710,160090,35460258,4,0,2017-12-06,Not Churned
25764,160090,35936733,3,1,2018-05-10,Churned
3017,160090,35942935,3,1,2017-12-02,Churned
4262,160090,35965719,3,1,2017-12-02,Churned
7027,160090,35965735,3,1,2017-12-02,Churned
1670,160090,35965741,3,1,2017-12-02,Churned
5704,160090,35965746,3,1,2017-12-02,Churned
3131,160090,35965748,3,1,2017-12-02,Churned
9465,160090,35965763,3,1,2017-12-02,Churned
3132,160090,35965775,3,1,2017-12-02,Churned
7105,160090,35965780,3,1,2017-12-02,Churned
3606,160090,35965795,3,1,2017-12-02,Churned
7391,160090,35965812,3,1,2017-12-02,Churned
1671,160090,35965814,3,1,2017-12-02,Churned
1672,160090,35965856,3,1,2017-12-02,Churned
737,160090,35965861,3,1,2017-12-02,Churned
3608,160090,35965875,3,1,2017-12-02,Churned
7392,160090,35965904,3,1,2017-12-02,Churned
1673,160090,35965905,3,1,2017-12-02,Churned
5705,160090,35970176,3,1,2017-12-02,Churned
5706,160090,35970179,3,1,2017-12-02,Churned
51,160090,35970191,3,1,2017-12-02,Churned
9468,160090,35970193,3,1,2017-12-02,Churned
5707,160090,35970197,3,1,2017-12-02,Churned
17346,160090,35970209,3,1,2018-05-10,Churned
4668,160090,35970214,3,1,2017-12-02,Churned
4263,160090,35970217,3,1,2017-12-02,Churned
3018,160090,35970236,3,1,2017-12-02,Churned
9469,160090,35970253,3,1,2017-12-02,Churned
9470,160090,35970255,3,1,2017-12-02,Churned
9819,160090,35970258,3,1,2017-12-02,Churned
14592,160090,35970267,4,0,2017-12-05,Not Churned
3019,160090,35970284,3,1,2017-12-02,Churned
3020,160090,35970296,3,1,2017-12-02,Churned
11894,160090,35970300,3,1,2017-12-02,Churned
4264,160090,35970315,3,1,2017-12-02,Churned
52,160090,36461842,3,1,2017-12-02,Churned
255,160090,36477577,3,1,2017-12-02,Churned
9471,160090,36806104,3,1,2017-12-02,Churned
3133,160090,36813500,3,1,2017-12-02,Churned
53,160090,36813501,3,1,2017-12-02,Churned
3021,160090,36813503,3,1,2017-12-02,Churned
3611,160090,36813504,3,1,2017-12-02,Churned
3612,160090,36836797,3,1,2017-12-02,Churned
1675,160090,36836798,3,1,2017-12-02,Churned
5708,160090,36836799,3,1,2017-12-02,Churned
23217,160090,36836803,3,1,2018-04-24,Churned
4265,160090,36836804,3,1,2017-12-02,Churned
1677,160090,36836805,3,1,2017-12-02,Churned
70396,160090,36836808,3,1,2018-07-25,Churned
4669,160090,36836809,3,1,2017-12-02,Churned
1715,160090,36836812,3,1,2017-12-02,Churned
4670,160090,36836813,3,1,2017-12-02,Churned
4671,160090,36836814,3,1,2017-12-02,Churned
16095,160090,36836815,3,1,2018-03-16,Churned
11654,160090,36836817,4,0,2018-03-22,Not Churned
4672,160090,36836819,3,1,2017-12-02,Churned
3613,160090,36836821,3,1,2017-12-02,Churned
9472,160090,37041400,3,1,2017-12-02,Churned
1717,160090,37060233,3,1,2017-12-02,Churned
9473,160090,37379059,3,1,2017-12-02,Churned
24365,160090,37379060,4,0,2018-04-16,Not Churned
3134,160090,37379061,3,1,2017-12-02,Churned
4673,160090,37379062,3,1,2017-12-02,Churned
9474,160090,37379063,3,1,2017-12-02,Churned
1718,160090,37379064,3,1,2017-12-02,Churned
3614,160090,37379065,3,1,2017-12-02,Churned
738,160090,37379068,3,1,2017-12-02,Churned
3615,160090,37379069,3,1,2017-12-02,Churned
1719,160090,37379071,3,1,2017-12-02,Churned
256,160090,37379072,3,1,2017-12-02,Churned
7394,160090,37379074,3,1,2017-12-02,Churned
3135,160090,37379075,3,1,2017-12-02,Churned
5711,160090,37379077,3,1,2017-12-02,Churned
3616,160090,37379079,3,1,2017-12-02,Churned
4266,160090,37379082,3,1,2017-12-02,Churned
7530,160090,37379084,3,1,2017-12-02,Churned
55,160090,37379086,3,1,2017-12-02,Churned
3617,160090,37379089,3,1,2017-12-02,Churned
22962,160090,37379090,3,1,2018-05-10,Churned
20574,160090,37379091,3,1,2018-05-10,Churned
4674,160090,37379093,3,1,2017-12-02,Churned
7531,160090,37379094,3,1,2017-12-02,Churned
9821,160090,37379096,3,1,2017-12-02,Churned
739,160090,37379097,3,1,2017-12-02,Churned
13327,160090,37379101,4,0,2017-12-07,Not Churned
740,160090,37379102,3,1,2017-12-02,Churned
9822,160090,37379103,3,1,2017-12-02,Churned
3136,160090,37379104,3,1,2017-12-02,Churned
4675,160090,37379105,3,1,2017-12-02,Churned
3137,160090,37379106,3,1,2017-12-02,Churned
7532,160090,37379107,3,1,2017-12-02,Churned
36358,160090,37379108,4,0,2018-06-25,Not Churned
1720,160090,37379109,3,1,2017-12-02,Churned
7533,160090,37379110,3,1,2017-12-02,Churned
7108,160090,37379112,3,1,2017-12-02,Churned
9823,160090,37379113,3,1,2017-12-02,Churned
3619,160090,37379115,3,1,2017-12-02,Churned
7109,160090,37379116,3,1,2017-12-02,Churned
1028,160090,37379117,3,1,2017-12-02,Churned
7534,160090,37379118,3,1,2017-12-02,Churned
