org_id,endpoint_id,status,current,date_time
160090,29444332,3,1,12/2/2017
160090,29444340,3,1,12/2/2017
160090,29444391,3,1,12/2/2017
160090,29504893,3,1,12/2/2017
160090,29504899,3,1,12/2/2017
160090,29509071,3,1,12/2/2017
160090,29539523,3,1,12/2/2017
160090,29539563,3,1,12/2/2017
160090,29544014,3,1,12/2/2017
160090,29544062,3,1,12/2/2017
160090,29637715,3,1,12/2/2017
160090,29637902,3,1,12/2/2017
160090,29814552,3,1,12/2/2017
160090,29814605,3,1,12/2/2017
160090,29816550,3,1,12/2/2017
160090,35313620,3,1,12/2/2017
160090,35313801,3,1,12/2/2017
160090,35313953,3,1,12/2/2017
160090,35313967,3,1,12/2/2017
160090,35965795,3,1,12/2/2017
160090,36477577,3,1,12/2/2017
160090,37379072,3,1,12/2/2017
160090,37379090,3,1,12/2/2017
160090,37797976,3,1,12/2/2017
160090,39140129,3,1,12/2/2017
160090,39672565,3,1,12/2/2017
160090,40097252,3,1,12/2/2017
160090,42835348,3,1,12/2/2017
160090,42835350,3,1,12/2/2017
160090,46068280,3,1,12/2/2017
160090,46864954,3,1,12/2/2017
160090,47512622,3,1,12/2/2017
160090,47781065,3,1,12/2/2017
160090,48403353,3,1,12/2/2017
160090,48497510,3,1,12/2/2017
160090,49774320,3,1,12/2/2017
160090,51753294,3,1,12/2/2017
160090,52155465,3,1,12/2/2017
160090,52366913,3,1,12/2/2017
160090,52398132,3,1,12/2/2017
160090,52896441,3,1,12/2/2017
160090,53778075,3,1,12/2/2017
160090,54627494,3,1,12/2/2017
160090,54864458,3,1,12/2/2017
160090,55257745,3,1,12/2/2017
160090,55459732,3,1,12/2/2017
160090,55474095,3,1,12/2/2017
160090,55720356,3,1,12/2/2017
160090,55720423,3,1,12/2/2017
160090,55720441,3,1,12/2/2017
160090,55727368,3,1,12/2/2017
160090,55727370,3,1,12/2/2017
160090,55727375,3,1,12/2/2017
160090,55727445,3,1,12/2/2017
160090,55727484,3,1,12/2/2017
160090,55727496,3,1,12/2/2017
160090,55727549,3,1,12/2/2017
160090,55727559,3,1,12/2/2017
160090,55727624,3,1,12/2/2017
160090,55727630,3,1,12/2/2017
160090,55727636,3,1,12/2/2017
160090,55727697,3,1,12/2/2017
160090,55727719,3,1,12/2/2017
160090,55727760,3,1,12/2/2017
160090,55727768,3,1,12/2/2017
160090,55727794,3,1,12/2/2017
160090,55727837,3,1,12/2/2017
160090,55727867,3,1,12/2/2017
160090,55734897,3,1,12/2/2017
160090,58872587,3,1,12/2/2017
160090,58876374,3,1,12/2/2017
160090,58963328,3,1,12/2/2017
160090,59459566,3,1,12/2/2017
160090,59459567,3,1,12/2/2017
160090,59459616,3,1,12/2/2017
160090,59459703,3,2,12/2/2017
160090,59459868,3,1,12/2/2017
160090,59878541,3,1,12/2/2017
160090,59878688,3,1,12/2/2017
160090,59881372,3,1,12/2/2017
160090,59983158,3,1,12/2/2017
160090,60267446,3,1,12/2/2017
160090,60409415,3,2,12/2/2017
160090,60543524,3,1,12/2/2017
160090,60637552,3,1,12/2/2017
160090,60637564,3,1,12/2/2017
160090,60637596,3,1,12/2/2017
160090,60637603,3,1,12/2/2017
160090,60637643,3,1,12/2/2017
160090,60637682,3,1,12/2/2017
160090,60637687,3,1,12/2/2017
160090,60637735,3,1,12/2/2017
160090,60644564,3,1,12/2/2017
160090,60644599,3,1,12/2/2017
160090,60644600,3,1,12/2/2017
160090,60644617,3,1,12/2/2017
160090,60644636,3,1,12/2/2017
160090,60644639,3,1,12/2/2017
160090,60836421,3,1,12/2/2017
160090,61246514,3,1,12/2/2017
160090,61286921,3,1,12/2/2017
160090,61686379,3,1,12/2/2017
160090,61686407,3,1,12/2/2017
160090,61714829,3,1,12/2/2017
160090,61896328,3,1,12/2/2017
160090,62711526,3,1,12/2/2017
160090,62718364,3,1,12/2/2017
160090,62718371,3,1,12/2/2017
160090,62718430,3,1,12/2/2017
160090,62783692,3,1,12/2/2017
160090,63429584,3,1,12/2/2017
160090,63429627,3,1,12/2/2017
160090,63435476,3,1,12/2/2017
160090,63435660,3,1,12/2/2017
160090,64037236,3,1,12/2/2017
160090,64037322,3,1,12/2/2017
160090,64037341,3,1,12/2/2017
160090,64043370,3,1,12/2/2017
160090,64043376,3,1,12/2/2017
160090,64043386,3,1,12/2/2017
160090,55735031,3,1,12/2/2017
160090,55735078,3,1,12/2/2017
160090,55735114,3,1,12/2/2017
160090,55735152,3,1,12/2/2017
160090,55735219,3,1,12/2/2017
160090,55735270,3,1,12/2/2017
160090,55735308,3,1,12/2/2017
160090,55735336,3,1,12/2/2017
160090,55735366,3,1,12/2/2017
160090,55735390,3,1,12/2/2017
160090,55735398,3,1,12/2/2017
160090,55735465,3,1,12/2/2017
160090,55743086,3,1,12/2/2017
160090,55743128,3,1,12/2/2017
160090,55743142,3,1,12/2/2017
160090,55743161,3,1,12/2/2017
160090,55743202,3,1,12/2/2017
160090,55743227,3,1,12/2/2017
160090,55743232,3,1,12/2/2017
160090,55743233,3,1,12/2/2017
160090,55743280,3,1,12/2/2017
160090,55743285,3,1,12/2/2017
160090,55743290,3,1,12/2/2017
160090,55743387,3,1,12/2/2017
160090,55743388,3,1,12/2/2017
160090,55743420,3,1,12/2/2017
160090,64043424,3,1,12/2/2017
160090,64043484,3,1,12/2/2017
160090,64043490,3,1,12/2/2017
160090,64043548,3,1,12/2/2017
160090,64043589,3,1,12/2/2017
160090,64043626,3,1,12/2/2017
160090,64043769,3,1,12/2/2017
160090,64043778,3,1,12/2/2017
160090,64043786,3,1,12/2/2017
160090,64043879,3,1,12/2/2017
160090,64043913,3,1,12/2/2017
160090,64043917,3,1,12/2/2017
160090,64043927,3,1,12/2/2017
160090,64043946,3,1,12/2/2017
160090,64049463,3,2,12/2/2017
160090,64049493,3,1,12/2/2017
160090,64049526,3,1,12/2/2017
160090,64049563,3,1,12/2/2017
160090,64105787,3,1,12/2/2017
160090,64278110,3,1,12/2/2017
160090,64448457,3,1,12/2/2017
160090,64803737,3,1,12/2/2017
160090,66065350,3,1,12/2/2017
160090,66294421,3,1,12/2/2017
160090,66294451,3,1,12/2/2017
160090,66294452,3,1,12/2/2017
160090,66294492,3,1,12/2/2017
160090,66313567,3,1,12/2/2017
160090,66645852,3,1,12/2/2017
160090,66747833,3,1,12/2/2017
160090,67220442,3,1,12/2/2017
160090,67399006,3,1,12/2/2017
160090,67469520,3,1,12/2/2017
160090,67517019,3,1,12/2/2017
160090,67522161,3,1,12/2/2017
160090,67526387,3,1,12/2/2017
160090,67533360,3,1,12/2/2017
160090,67617955,3,1,12/2/2017
160090,67690727,3,1,12/2/2017
160090,67707181,3,1,12/2/2017
160090,67873265,3,1,12/2/2017
160090,67905115,3,1,12/2/2017
160090,68036159,3,1,12/2/2017
160090,68043007,3,1,12/2/2017
160090,68057954,3,1,12/2/2017
160090,68138089,3,1,12/2/2017
160090,68146007,3,1,12/2/2017
160090,68216063,3,1,12/2/2017
160090,68216093,3,1,12/2/2017
160090,68216139,3,1,12/2/2017
160090,55743451,3,1,12/2/2017
160090,55743470,3,1,12/2/2017
160090,55743501,3,1,12/2/2017
160090,55743545,3,1,12/2/2017
160090,55743557,3,1,12/2/2017
160090,55743588,3,1,12/2/2017
160090,55749048,3,1,12/2/2017
160090,55749094,3,1,12/2/2017
160090,55749139,3,1,12/2/2017
160090,55749170,3,1,12/2/2017
160090,55749266,3,1,12/2/2017
160090,55749272,3,1,12/2/2017
160090,55749276,3,1,12/2/2017
160090,55749291,3,1,12/2/2017
160090,55749309,3,1,12/2/2017
160090,55749332,3,1,12/2/2017
160090,55749339,3,1,12/2/2017
160090,55749436,3,1,12/2/2017
160090,55749489,3,1,12/2/2017
160090,55749524,3,1,12/2/2017
160090,55749528,3,1,12/2/2017
160090,55749556,3,1,12/2/2017
160090,55753658,3,1,12/2/2017
160090,55753661,3,1,12/2/2017
160090,55753748,3,1,12/2/2017
160090,55753768,3,1,12/2/2017
160090,55757250,3,1,12/2/2017
160090,55763150,3,1,12/2/2017
160090,55790992,3,1,12/2/2017
160090,55821473,3,1,12/2/2017
160090,56051344,3,1,12/2/2017
160090,56204131,3,1,12/2/2017
160090,56578859,3,1,12/2/2017
160090,56914387,3,1,12/2/2017
160090,57180337,3,1,12/2/2017
160090,57722494,3,1,12/2/2017
160090,58214396,3,1,12/2/2017
160090,58230671,3,1,12/2/2017
160090,58234399,3,1,12/2/2017
160090,58907447,3,1,12/2/2017
160090,58944749,3,1,12/2/2017
160090,59462333,3,1,12/2/2017
160090,59469032,3,1,12/2/2017
160090,59729359,3,1,12/2/2017
160090,59813586,3,1,12/2/2017
160090,60637535,3,1,12/2/2017
160090,60637626,3,1,12/2/2017
160090,60637649,3,1,12/2/2017
160090,60637697,3,1,12/2/2017
160090,60637708,3,1,12/2/2017
160090,60655468,3,1,12/2/2017
160090,60831395,3,1,12/2/2017
160090,61161155,3,1,12/2/2017
160090,61286809,3,1,12/2/2017
160090,61336445,3,1,12/2/2017
160090,61432438,3,1,12/2/2017
160090,61449322,3,1,12/2/2017
160090,61491914,3,1,12/2/2017
160090,61686377,3,1,12/2/2017
160090,62718509,3,1,12/2/2017
160090,62758598,3,1,12/2/2017
160090,63169994,3,1,12/2/2017
160090,63349469,3,1,12/2/2017
160090,63429603,3,1,12/2/2017
160090,63429637,3,1,12/2/2017
160090,63429643,3,1,12/2/2017
160090,63435485,3,1,12/2/2017
160090,64037221,3,1,12/2/2017
160090,64037223,3,1,12/2/2017
160090,64037257,3,1,12/2/2017
160090,64037276,3,1,12/2/2017
160090,64043385,3,1,12/2/2017
160090,64043443,3,1,12/2/2017
160090,64043461,3,1,12/2/2017
160090,64043467,3,1,12/2/2017
160090,64043492,3,1,12/2/2017
160090,64043497,3,1,12/2/2017
160090,64043528,3,1,12/2/2017
160090,64043539,3,1,12/2/2017
160090,64043571,3,1,12/2/2017
160090,64043572,3,1,12/2/2017
160090,64043814,3,1,12/2/2017
160090,64043875,3,1,12/2/2017
160090,64043900,3,1,12/2/2017
160090,64043945,3,1,12/2/2017
160090,64049316,3,1,12/2/2017
160090,64049381,3,1,12/2/2017
160090,64049432,3,1,12/2/2017
160090,64049495,3,1,12/2/2017
160090,64049516,3,1,12/2/2017
160090,64049568,3,1,12/2/2017
160090,64159201,3,1,12/2/2017
160090,64448472,3,1,12/2/2017
160090,65624868,3,1,12/2/2017
160090,66294409,3,1,12/2/2017
160090,66294419,3,1,12/2/2017
160090,66294436,3,1,12/2/2017
160090,66501314,3,1,12/2/2017
160090,67517978,3,1,12/2/2017
160090,67526381,3,1,12/2/2017
160090,67526439,3,1,12/2/2017
160090,68225230,3,1,12/2/2017
160090,68318933,3,1,12/2/2017
160090,68325324,3,1,12/2/2017
160090,68409409,3,1,12/2/2017
160090,68429855,3,1,12/2/2017
160090,68513430,3,1,12/2/2017
160090,68651308,3,1,12/2/2017
160090,68731118,3,1,12/2/2017
160090,68738213,3,1,12/2/2017
160090,68994085,3,1,12/2/2017
160090,69158019,3,1,12/2/2017
160090,69192291,3,2,12/2/2017
160090,69293284,3,1,12/2/2017
160090,69319223,3,1,12/2/2017
160090,69383042,3,1,12/2/2017
160090,69440167,3,1,12/2/2017
160090,69499650,3,1,12/2/2017
160090,69570591,3,1,12/2/2017
160090,69579261,3,1,12/2/2017
160090,69623618,3,1,12/2/2017
160090,69828519,3,1,12/2/2017
160090,69878932,3,1,12/2/2017
160090,69912889,3,1,12/2/2017
160090,69937383,3,2,12/2/2017
160090,69945992,3,1,12/2/2017
160090,70249276,3,1,12/2/2017
160090,70249281,3,1,12/2/2017
160090,70300437,3,1,12/2/2017
160090,70328414,3,1,12/2/2017
160090,70373562,3,1,12/2/2017
160090,70512787,3,1,12/2/2017
160090,70614240,3,1,12/2/2017
160090,70624064,3,1,12/2/2017
160090,70624078,3,1,12/2/2017
160090,70624124,3,1,12/2/2017
160090,70670214,3,1,12/2/2017
160090,70677533,3,1,12/2/2017
160090,70695152,3,1,12/2/2017
160090,70949429,3,1,12/2/2017
160090,71003733,3,1,12/2/2017
160090,71186389,3,1,12/2/2017
160090,71186406,3,1,12/2/2017
160090,71232183,3,1,12/2/2017
160090,71362363,3,1,12/2/2017
160090,71403202,3,1,12/2/2017
160090,71977366,3,1,12/2/2017
160090,72044608,3,1,12/2/2017
160090,72165229,3,1,12/2/2017
160090,72248541,3,1,12/2/2017
160090,72254351,3,1,12/2/2017
160090,72308769,3,1,12/2/2017
160090,72322863,3,1,12/2/2017
160090,72391356,3,1,12/2/2017
160090,72428692,3,1,12/2/2017
160090,72465302,3,1,12/2/2017
160090,72509179,3,1,12/2/2017
160090,72546367,3,1,12/2/2017
160090,72667358,3,1,12/2/2017
160090,72877912,3,1,12/2/2017
160090,72889228,3,1,12/2/2017
160090,72894002,3,1,12/2/2017
160090,72899399,3,1,12/2/2017
160090,72915386,3,1,12/2/2017
160090,72928570,3,1,12/2/2017
160090,72953358,3,1,12/2/2017
160090,73022309,3,1,12/2/2017
160090,73032562,3,1,12/2/2017
160090,73037305,3,1,12/2/2017
160090,73085387,3,1,12/2/2017
160090,73160266,3,1,12/2/2017
160090,73182243,3,1,12/2/2017
160090,73210165,3,1,12/2/2017
160090,73250248,3,1,12/2/2017
160090,73277829,3,1,12/2/2017
160090,73306021,3,1,12/2/2017
160090,73359295,3,1,12/2/2017
160090,73388446,3,1,12/2/2017
160090,73394425,3,1,12/2/2017
160090,67535026,3,1,12/2/2017
160090,67548677,3,1,12/2/2017
160090,67763295,3,1,12/2/2017
160090,67884276,3,1,12/2/2017
160090,68036174,3,1,12/2/2017
160090,68071843,3,1,12/2/2017
160090,68161009,3,1,12/2/2017
160090,68197274,3,1,12/2/2017
160090,68292107,3,1,12/2/2017
160090,68472930,3,1,12/2/2017
160090,68581289,3,1,12/2/2017
160090,68581815,3,1,12/2/2017
160090,68596709,3,1,12/2/2017
160090,68628238,3,1,12/2/2017
160090,68685315,3,1,12/2/2017
160090,68783463,3,1,12/2/2017
160090,68818338,3,1,12/2/2017
160090,68927096,3,1,12/2/2017
160090,68984860,3,1,12/2/2017
160090,69038093,3,1,12/2/2017
160090,69119072,3,1,12/2/2017
160090,69223420,3,1,12/2/2017
160090,69269940,3,1,12/2/2017
160090,69319253,3,1,12/2/2017
160090,69349055,3,1,12/2/2017
160090,69549249,3,1,12/2/2017
160090,69679780,3,1,12/2/2017
160090,69689740,3,1,12/2/2017
160090,69792028,3,1,12/2/2017
160090,70035293,3,1,12/2/2017
160090,70077817,3,1,12/2/2017
160090,70108101,3,1,12/2/2017
160090,70125595,3,1,12/2/2017
160090,70134160,3,1,12/2/2017
160090,70161394,3,1,12/2/2017
160090,70249282,3,1,12/2/2017
160090,70432735,3,1,12/2/2017
160090,70624029,3,1,12/2/2017
160090,70624082,3,1,12/2/2017
160090,70710250,3,1,12/2/2017
160090,70949428,3,1,12/2/2017
160090,70971339,3,1,12/2/2017
160090,71059288,3,1,12/2/2017
160090,71066313,3,1,12/2/2017
160090,71195182,3,1,12/2/2017
160090,71293285,3,1,12/2/2017
160090,71398215,3,1,12/2/2017
160090,71807573,3,1,12/2/2017
160090,71807583,3,1,12/2/2017
160090,71837245,3,1,12/2/2017
160090,71889309,3,1,12/2/2017
160090,71900498,3,1,12/2/2017
160090,71955579,3,1,12/2/2017
160090,72022248,3,1,12/2/2017
160090,72028343,3,1,12/2/2017
160090,72188537,3,1,12/2/2017
160090,72315772,3,1,12/2/2017
160090,72322835,3,1,12/2/2017
160090,72391345,3,1,12/2/2017
160090,72428697,3,1,12/2/2017
160090,72889298,3,1,12/2/2017
160090,72899404,3,1,12/2/2017
160090,72920357,3,1,12/2/2017
160090,72928580,3,1,12/2/2017
160090,72936661,3,1,12/2/2017
160090,72936666,3,1,12/2/2017
160090,72953342,3,1,12/2/2017
160090,72969313,3,1,12/2/2017
160090,72973242,3,1,12/2/2017
160090,73004487,3,1,12/2/2017
160090,73037297,3,1,12/2/2017
160090,73085411,3,1,12/2/2017
160090,73187281,3,1,12/2/2017
160090,73235661,3,1,12/2/2017
160090,73332916,3,1,12/2/2017
160090,73344303,3,1,12/2/2017
160090,73344306,3,1,12/2/2017
160090,73344394,3,1,12/2/2017
160090,73363883,3,1,12/2/2017
160090,73388433,3,1,12/2/2017
160090,73413889,3,1,12/2/2017
160090,73431456,3,1,12/2/2017
160090,73431510,3,1,12/2/2017
160090,73431522,3,1,12/2/2017
160090,73431575,3,1,12/2/2017
160090,73431584,3,1,12/2/2017
160090,73431590,3,1,12/2/2017
160090,73431622,3,1,12/2/2017
160090,73431666,3,1,12/2/2017
160090,73431670,3,1,12/2/2017
160090,73433047,3,1,12/2/2017
160090,73448496,3,1,12/2/2017
160090,73448500,3,1,12/2/2017
160090,73448514,3,1,12/2/2017
160090,73448581,3,1,12/2/2017
160090,73484419,3,1,12/2/2017
160090,73484512,3,1,12/2/2017
160090,73489441,3,1,12/2/2017
160090,73489481,3,2,12/2/2017
160090,73489487,3,1,12/2/2017
160090,73500254,3,1,12/2/2017
160090,73525428,3,1,12/2/2017
160090,73525454,3,1,12/2/2017
160090,73542169,3,1,12/2/2017
160090,73556018,3,1,12/2/2017
160090,73556020,3,1,12/2/2017
160090,73556357,3,1,12/2/2017
160090,2631877,3,2,12/2/2017
160090,7916220,3,2,12/2/2017
160090,16896157,3,1,12/2/2017
160090,23680297,3,1,12/2/2017
160090,29426139,3,1,12/2/2017
160090,29443222,3,1,12/2/2017
160090,29443377,3,1,12/2/2017
160090,29443478,3,1,12/2/2017
160090,29444018,3,1,12/2/2017
160090,29444794,3,1,12/2/2017
160090,29444811,3,1,12/2/2017
160090,29509091,3,1,12/2/2017
160090,29539551,3,1,12/2/2017
160090,29539628,3,1,12/2/2017
160090,29646023,3,1,12/2/2017
160090,29814933,3,1,12/2/2017
160090,35313500,3,1,12/2/2017
160090,35313985,3,1,12/2/2017
160090,35314087,3,2,12/2/2017
160090,35314235,3,1,12/2/2017
160090,35965861,3,1,12/2/2017
160090,37379068,3,1,12/2/2017
160090,37379097,3,1,12/2/2017
160090,37379102,3,1,12/2/2017
160090,37379124,3,1,12/2/2017
160090,37512310,3,1,12/2/2017
160090,37797961,3,1,12/2/2017
160090,37797964,3,1,12/2/2017
160090,37797967,3,1,12/2/2017
160090,39036966,3,1,12/2/2017
160090,39083954,3,1,12/2/2017
160090,39132031,3,1,12/2/2017
160090,39707678,3,1,12/2/2017
160090,40065399,3,1,12/2/2017
160090,40519210,3,1,12/2/2017
160090,40580149,3,1,12/2/2017
160090,41803591,3,1,12/2/2017
160090,42293340,3,1,12/2/2017
160090,42621653,3,1,12/2/2017
160090,42998330,3,1,12/2/2017
160090,48940512,3,1,12/2/2017
160090,49032462,3,1,12/2/2017
160090,49587643,3,1,12/2/2017
160090,51532943,3,1,12/2/2017
160090,51605873,3,1,12/2/2017
160090,51804688,3,2,12/2/2017
160090,51805473,3,1,12/2/2017
160090,52180295,3,1,12/2/2017
160090,52180299,3,1,12/2/2017
160090,52180300,3,1,12/2/2017
160090,52236802,3,1,12/2/2017
160090,52251096,3,1,12/2/2017
160090,52366896,3,1,12/2/2017
160090,52366957,3,1,12/2/2017
160090,52714589,3,1,12/2/2017
160090,52871954,3,1,12/2/2017
160090,53377104,3,1,12/2/2017
